,0,1,2,3,4,5,6
102,JFK,(1991),15+,189 min,"Drama, History, Thriller",8.0,"
New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story."
103,Contratiempo,(2016),13+,106 min,"Crime, Drama, Mystery",8.0,"
A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense."
104,High Noon,(1952),PG,85 min,"Drama, Thriller, Western",8.0,"
A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train."
105,Das Cabinet des Dr. Caligari,(1920),---,76 min,"Horror, Mystery, Thriller",8.0,"
Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders."
106,The Night of the Hunter,(1955),---,92 min,"Crime, Drama, Film-Noir",8.0,"
A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery."
107,WolfWalkers,(2020),PG,103 min,"Animation, Action, Adventure",8.0,"
A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night."
108,Mou gaan dou,(2002),R,101 min,"Action, Crime, Drama",8.0,"
A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
109,Touch of Evil,(1958),PG-13,95 min,"Crime, Drama, Film-Noir",8.0,"
A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town."
110,Out of the Past,(1947),---,97 min,"Crime, Drama, Film-Noir",8.0,"
A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames."
111,Tropa de Elite,(2007),R,115 min,"Action, Crime, Drama",8.0,"
In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
112,Sleuth,(1972),13+,138 min,"Mystery, Thriller",8.0,"
A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results."
113,Tropa de Elite 2: O Inimigo Agora é Outro,(2010),---,115 min,"Action, Crime, Drama",8.0,"
After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
114,Haider,(2014),---,160 min,"Action, Crime, Drama",8.0,"
A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate."
115,Sanjuro,(1962),---,96 min,"Action, Drama, Thriller",8.0,"
A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent."
116,Roma città aperta,(1945),---,103 min,"Drama, Thriller, War",8.0,"
During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape."
117,The Blue Elephant,(2014),---,170 min,"Drama, Horror, Mystery",8.0,"
The story of Dr. Yehia, a psychotherapist at Al Abbasia hospital. He works in the department treating the criminally insane, only to find his best friend to be one of the patients. Trying ...                See full summary »
"
118,Karthikeya 2,(2022),---,150 min,"Action, Adventure, Fantasy",8.0,"
A sequel to mystic thriller Karthikeya (2014), which deals with the personal problems of Karthik and how he comes out of them. His pursuit of the truth leads him to find out the power of Indian ancient system and Tatva of Lord Sri Krishna."
119,Nefes: Vatan Sagolsun,(2009),13+,128 min,"Action, Drama, Thriller",8.0,"
Story of 40-man Turkish task force who must defend a relay station."
120,1 - Nenokkadine,(2014),---,170 min,"Action, Thriller",8.0,"
A rock star must overcome his psychological inhibitions to seek revenge for his parents' death."
121,Special Chabbis,(2013),---,144 min,"Crime, Drama, Thriller",8.0,"
A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers."
122,Knives Out,(2019),13+,130 min,"Comedy, Crime, Drama",7.9,"
A detective investigates the death of the patriarch of an eccentric, combative family."
123,Mulholland Dr.,(2001),16+,147 min,"Drama, Mystery, Thriller",7.9,"
After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
124,Chor Nikal Ke Bhaga,(2023),---,110 min,"Crime, Drama, Thriller",7.9,"
A flight attendant and her business partner on a mission to steal diamonds and free themselves from the clutches of a loan shark.At 40,000 feet in the air, the heist goes horribly wrong and turns into a hostage situation."
125,The Bourne Identity,(2002),13+,119 min,"Action, Mystery, Thriller",7.9,"
A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
126,In Bruges,(2008),15+,107 min,"Comedy, Crime, Drama",7.9,"
Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be."
127,True Romance,(1993),18+,119 min,"Crime, Drama, Romance",7.9,"
In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
128,Children of Men,(2006),13+,109 min,"Action, Drama, Sci-Fi",7.9,"
In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea."
129,The Big Sleep,(1946),---,114 min,"Crime, Film-Noir, Mystery",7.9,"
Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail and what might be love."
130,District 9,(2009),15+,112 min,"Action, Sci-Fi, Thriller",7.9,"
Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology."
131,Mystic River,(2003),15+,138 min,"Crime, Drama, Mystery",7.9,"
The lives of three men who were childhood friends are shattered when one of them has a family tragedy."
132,X-Men: Days of Future Past,(2014),13A,132 min,"Action, Adventure, Sci-Fi",7.9,"
The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants."
133,Carlito's Way,(1993),18+,144 min,"Crime, Drama, Thriller",7.9,"
A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
134,All the President's Men,(1976),---,138 min,"Drama, History, Thriller",7.9,"
""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation."
135,Charade,(1963),DİKKAT,113 min,"Comedy, Mystery, Romance",7.9,"
Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?"
136,The Manchurian Candidate,(1962),PG-13,126 min,"Drama, Thriller",7.9,"
An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy."
137,Serbuan maut 2: Berandal,(2014),18+,150 min,"Action, Crime, Thriller",7.9,"
Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
138,Strangers on a Train,(1951),PG,101 min,"Crime, Drama, Film-Noir",7.9,"
A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder."
139,Kôkaku kidôtai,(1995),13+,83 min,"Animation, Action, Crime",7.9,"
A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master."
140,In the Heat of the Night,(1967),---,110 min,"Drama, Mystery, Thriller",7.9,"
A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case."
141,Manbiki kazoku,(2018),15+,121 min,"Crime, Drama, Thriller",7.9,"
A Japanese family with inadequate incomes depend on shoplifting to make ends meet."
142,The Killing,(1956),15+,84 min,"Crime, Drama, Film-Noir",7.9,"
Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery."
143,Notorious,(1946),---,102 min,"Drama, Film-Noir, Romance",7.9,"
The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?"
144,Rope,(1948),---,80 min,"Crime, Drama, Mystery",7.9,"
Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death."
145,Arsenic and Old Lace,(1944),---,118 min,"Comedy, Crime, Thriller",7.9,"
A Brooklyn writer of books on the futility of marriage risks his reputation when he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers."
146,In a Lonely Place,(1950),---,94 min,"Drama, Film-Noir, Mystery",7.9,"
A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts."
147,Bronenosets Potemkin,(1925),---,75 min,"Drama, History, Thriller",7.9,"
In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
148,Nueve reinas,(2000),R,114 min,"Crime, Drama, Thriller",7.9,"
Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
